贺岁片,#genre#
甘肃 Ⅰ 庆阳公共,http://cdn.chxjon.cn/iptv/QQ582185381/gsqy.php?id=gsqy2
甘肃 Ⅰ 金昌综合,http://cdn.chxjon.cn/iptv/QQ582185381/gsjc.php?id=2
甘肃 Ⅰ 金昌公共,http://cdn.chxjon.cn/iptv/QQ582185381/gsjc.php?id=3
甘肃 Ⅰ 新闻综合,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=1
甘肃 Ⅰ 生活经济,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=16
甘肃 Ⅰ 综艺体育,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=17
甘肃 Ⅰ 公共频道,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=18
广西 Ⅰ 百色新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxbs1
广西 Ⅰ 百色公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxbs2
广西 Ⅰ 梧州新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz1
广西 Ⅰ 梧州公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz2
广西 Ⅰ 梧州生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz3
广西 Ⅰ 南宁新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=1#http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn1
广西 Ⅰ 南宁都市,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=2#http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn2
广西 Ⅰ 南宁影视,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=3#http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn3
广西 Ⅰ 南宁公共,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=4#http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn4
广西 Ⅰ 马山综合,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=10
广西 Ⅰ 老友live,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=5
陕西 Ⅰ 咸阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq1
陕西 Ⅰ 咸阳生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq2
陕西 Ⅰ 咸阳果乡,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq3
陕西 Ⅰ 延安宝塔,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxyabt
陕西 Ⅰ 镇安电视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxslza
四川 Ⅰ 合江新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sclzhj
四川 Ⅰ 绵阳公共,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=3
四川 Ⅰ 绵阳科技,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=2
四川 Ⅰ 绵阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=4
四川 Ⅰ 平武综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=108
四川 Ⅰ 三台一套,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=114
四川 Ⅰ 三台二套,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=115
四川 Ⅰ 北川电视,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=123
四川 Ⅰ 盐亭综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=129
四川 Ⅰ 梓潼综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=131
四川 Ⅰ 梓潼文旅,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=132
四川 Ⅰ 成都新闻,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-1
四川 Ⅰ 成都经济,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-2
四川 Ⅰ 成都都市,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-3
四川 Ⅰ 成都影视,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-45
四川 Ⅰ 成都公共,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-5
四川 Ⅰ 成都少儿,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-6
四川 Ⅰ 成都食尚,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-9
四川 Ⅰ 汽车频道,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-10
四川 Ⅰ 资讯干线,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-11
四川 Ⅰ 美食旅游,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-12
四川 Ⅰ 蓉城先锋,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-15
四川 Ⅰ 每日购物,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-18
贵州 Ⅰ 贵州二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou2
贵州 Ⅰ 贵州三套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou3
贵州 Ⅰ 贵州四套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou4
贵州 Ⅰ 贵州五套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou5
贵州 Ⅰ 贵州七套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou7
贵州 Ⅰ 贵州移动,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou13
贵州 Ⅰ 贵阳一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang1
贵州 Ⅰ 贵阳二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang2
贵州 Ⅰ 贵阳三套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang3
贵州 Ⅰ 贵阳四套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang4
贵州 Ⅰ 贵阳五套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang5
贵州 Ⅰ 黔西一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qianxi1
贵州 Ⅰ 黔西二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qianxi2
贵州 Ⅰ 毕节一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bijie1
贵州 Ⅰ 毕节二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bijie2
贵州 Ⅰ 赫章一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=hezhang1
贵州 Ⅰ 威宁一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=weining1
贵州 Ⅰ 金沙一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jinsha1
贵州 Ⅰ 金沙二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jinsha2
贵州 Ⅰ 遵义综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi1hd#http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi1
贵州 Ⅰ 遵义都市,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi2
贵州 Ⅰ 六盘水新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpsxwhc
贵州 Ⅰ 六盘水一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpstv1
贵州 Ⅰ 六盘水二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpstv2
贵州 Ⅰ 平塘新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=pingtang
贵州 Ⅰ 大美独山,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dushan
贵州 Ⅰ 兴义新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xingyi
贵州 Ⅰ 清镇一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qingzhen
贵州 Ⅰ 清镇二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qingzhen2
贵州 Ⅰ 白云综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=baiyun1
贵州 Ⅰ 白云影视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=baiyun2
贵州 Ⅰ 乌当电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wudang
贵州 Ⅰ 开阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang1
贵州 Ⅰ 开阳影视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang2
贵州 Ⅰ 开阳文旅,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang3
贵州 Ⅰ 修文电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xiuwen
贵州 Ⅰ 安顺新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun1hd#http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun1
贵州 Ⅰ 安顺公共,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun2
贵州 Ⅰ 关岭电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guanling
贵州 Ⅰ 镇宁电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhenning
贵州 Ⅰ 平坝电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=pingba
贵州 Ⅰ 紫云电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=ziyun
贵州 Ⅰ 普定电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=puding
贵州 Ⅰ 铜仁新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=trxwhc
贵州 Ⅰ 铜仁一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tongren1
贵州 Ⅰ 铜仁二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tongren2
贵州 Ⅰ 江口电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jiangkou
贵州 Ⅰ 沿河综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yanhe
贵州 Ⅰ 万山综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wanshan
贵州 Ⅰ 松桃综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=songtao
贵州 Ⅰ 七星关电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qixingguan
贵州 Ⅰ 织金电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhijin
贵州 Ⅰ 百里杜鹃,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bailidujuan
贵州 Ⅰ 黔南一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qiannan1
贵州 Ⅰ 黔南新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qnxwhc
贵州 Ⅰ 黔西南公共,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qxngg
贵州 Ⅰ 兴仁综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xingren
贵州 Ⅰ 晴隆电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qinglong
贵州 Ⅰ 黔东南一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qiandongnan1
贵州 Ⅰ 三穗综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=sansui
贵州 Ⅰ 凯里电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaili
贵州 Ⅰ 从江综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=congjiang
贵州 Ⅰ 麻江电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=majiang
贵州 Ⅰ 雷山综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=leishan
贵州 Ⅰ 黎平综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=liping
贵州 Ⅰ 锦屏电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jinping
贵州 Ⅰ 黄平电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=huangping
贵州 Ⅰ 台江综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=taijiang
贵州 Ⅰ 剑河电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jianhe
贵州 Ⅰ 贞丰电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhenfeng
贵州 Ⅰ 德江电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dejiang
贵州 Ⅰ 天柱电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tianzhu
贵州 Ⅰ 榕江电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=rongjiang
贵州 Ⅰ 义龙新区,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yilong
贵州 Ⅰ 正安融媒,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhengan
贵州 Ⅰ 册亨新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=ceheng
贵州 Ⅰ 安龙电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anlong
贵州 Ⅰ 望谟电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wangmo
贵州 Ⅰ 务川电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wuchuan
贵州 Ⅰ 盘州电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=panzhou
贵州 Ⅰ 贵广电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dcyds
贵州 Ⅰ 贵州茅台,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=gzmt
贵州 Ⅰ 好剧赏析,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=hjsx
贵州 Ⅰ 丹寨电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=danzhai
贵州 Ⅰ 瓮安新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wengan
贵州 Ⅰ 福泉新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fuquan
贵州 Ⅰ 贵阳都市,http://cdn.chxjon.cn/iptv/QQ582185381/gzgy.php?id=GYBTV4
贵州 Ⅰ 贵阳旅游,http://cdn.chxjon.cn/iptv/QQ582185381/gzgy.php?id=GYBTV5
内蒙 Ⅰ 通辽新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgtl1
内蒙 Ⅰ 通辽蒙语,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgtl2
内蒙 Ⅰ 通辽城市,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgtl3
内蒙 Ⅰ 巴彦新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgbyne1
内蒙 Ⅰ 巴彦生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgbyne2
内蒙 Ⅰ 巴彦影视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=nmgbyne3
内蒙 Ⅰ 乌旗新闻,http://cdn.chxjon.cn/iptv/QQ582185381/nmwq.php?id=6
内蒙 Ⅰ 乌旗经济,http://cdn.chxjon.cn/iptv/QQ582185381/nmwq.php?id=4
内蒙 Ⅰ 乌旗生活,http://cdn.chxjon.cn/iptv/QQ582185381/nmwq.php?id=12
内蒙 Ⅰ 少儿频道,http://cdn.chxjon.cn/iptv/QQ582185381/nmtv.php?id=35
内蒙 Ⅰ 文体娱乐,http://cdn.chxjon.cn/iptv/QQ582185381/nmtv.php?id=39
内蒙 Ⅰ 伊旗电视,http://cdn.chxjon.cn/iptv/QQ582185381/nmyq.php?id=79
新疆 Ⅰ 奇台综合,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=xjcjqt
新疆 Ⅰ 伊宁一套,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=xjylyns1
新疆 Ⅰ 伊宁二套,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=xjylyns2
西藏 Ⅰ 拉萨综合,http://cdn.chxjon.cn/iptv/QQ582185381/xzls.php?id=zhpd
西藏 Ⅰ 拉萨藏语,http://cdn.chxjon.cn/iptv/QQ582185381/xzls.php?id=zyzhpd
西藏 Ⅰ 拉萨文旅,http://cdn.chxjon.cn/iptv/QQ582185381/xzls.php?id=whlypd
上海 Ⅰ 纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8

少儿频道,#genre#
黑莓电影,http://112.17.40.140/PLTV/88888888/224/3221226755/index.m3u8
黑莓动画,http://112.17.40.140/PLTV/88888888/224/3221226654/index.m3u8#http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
黑莓电竞,http://112.17.40.140/PLTV/88888888/224/3221226724/index.m3u8
动画轮播,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229660/index.m3u8
动画2HD,http://39.134.182.236/PLTV/88888888/224/3221226178/index.m3u8
甘肃少儿,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226289/index.m3u8
动漫秀场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
游戏风云,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8
嘉佳卡通,http://211.137.115.110:8080/gitv_live/G_JIAJIA/G_JIAJIA.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
卡酷少儿,http://211.137.115.110:8080/gitv_live/G_KAKU/G_KAKU.m3u8#http://223.82.250.72/live/kakukaton/1.m3u8
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8#http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://yd-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
重庆少儿频道,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
假面骑士,http://117.148.187.37/PLTV/88888888/224/3221226178/index.m3u8
动物HD,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
云南少儿,http://edge2.yntv.cn/channels/yntv/ynse/flv:sd/live
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8#http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8
金鹰卡通,http://223.82.250.72/live/jinyingkaton/1.m3u8
炫动卡通,http://223.82.250.72/live/xuandongkaton/1.m3u8
优漫卡通,http://223.82.250.72/live/youmankaton/1.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
CNTV动画王国,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
经典動漫①,http://106.54.30.243/dl/YY.php?t=1349469149
經典動漫②,http://106.54.30.243/dl/YY.php?t=1353098382
猫和老鼠,http://ikands.xyz/dl/iqy?id=3801586&token=1216154892
蜡笔小新,http://ikands.xyz/dl/iqy?id=3801763&token=1216154892
喜羊羊片,http://ikands.xyz/dl/iqy?id=3801834&token=1216154892
铠甲勇士,http://ikands.xyz/dl/iqy?id=3801835&token=1216154892
童年经典,http://ikands.xyz/dl/iqy?id=3801836&token=1216154892
玩具乐园,http://ikands.xyz/dl/iqy?id=3801854&token=1216154892
天琪播客,http://ikands.xyz/dl/iqy?id=3801866&token=1216154892
动画电影,http://ikands.xyz/dl/iqy?id=3802064&token=1216154892
动画小天地,http://ikands.xyz/dl/iqy?id=3802067&token=1216154892
悠然小天,http://ikands.xyz/dl/iqy?id=3802068&token=1216154892
文化奇谈,http://ikands.xyz/dl/iqy?id=3802071&token=1216154892
爆笑虫子,http://ikands.xyz/dl/iqy?id=3802215&token=1216154892
小猪佩奇,http://ikands.xyz/dl/iqy?id=3802216&token=1216154892
倒霉熊片,http://ikands.xyz/dl/iqy?id=3802217&token=1216154892
英语儿歌,http://ikands.xyz/dl/iqy?id=3802218&token=1216154892
儿歌大全,http://ikands.xyz/dl/iqy?id=3802219&token=1216154892
兔贝儿歌,http://ikands.xyz/dl/iqy?id=3802224&token=1216154892
宝宝巴士,http://ikands.xyz/dl/iqy?id=3802226&token=1216154892
巧虎宝宝,http://ikands.xyz/dl/iqy?id=3802229&token=1216154892
游戏攻略,http://ikands.xyz/dl/iqy?id=3801211&token=1216154892
儿童乐园,http://ikands.xyz/dl/iqy?id=3801887&token=1216154892
宝宝课堂,http://ikands.xyz/dl/iqy?id=3801865&token=1216154892
亲子启蒙,http://ikands.xyz/dl/iqy?id=3801855&token=1216154892

有线,#genre#
齐影视音乐,http://hls.haokan.bdstatic.com/haokan/stream_bduid_5114425148_0.m3u8
邵氏老电影,https://cn-jxnc-cmcc-live-02.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
功夫港片全集720P,http://tx2play1.douyucdn.cn/live/3637765rrt97QwBF_2000.m3u8
超清影院,http://tx2play1.douyucdn.cn/live/3637778raLSXdOdu_2000.m3u8
永州影视频道,http://hls.haokan.bdstatic.com/haokan/stream_bduid_1628726667_0.m3u8
音乐石榴,http://121.12.115.14/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1_2000.m3u8
新歌速递,http://121.12.115.14/tx.hls.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1_2000.m3u8
体育赛事,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tyss
文物宝库,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=shdy
天元围棋,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tywq
书画频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=shpd
每日健身,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=mrjs
幸福彩,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xfc
七彩戏剧,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=sctx
劲爆体育,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jbty
摄影频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=sypd
早期教育,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zqjy
都市剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dsjc
汽摩频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qmpd
游戏竞技,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yxjj
游戏风云,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yxfy
梨园频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lypd
靓妆频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lzpd
快乐垂钓,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=klcd
先锋乒羽,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xfpy
茶频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=cpd
国学频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=gxpd
环球奇观,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wwbk
武术世界,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wssj
中华美食,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhmshd
足球频道,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zqpd
祁阳音乐,http://hls.haokan.bdstatic.com/haokan/stream_bduid_1628726667_0.m3u8

港澳台,#genre#
东森新闻,https://ws.matchupstream.tuboshu.com/live/c25e01c0cde6ccef051f9360fb0d6983.flv
TVB  J2,https://4gwhnhct1grzdqqbqgcao.ourdvsss.com/pullhls3948069e.live.126.net/live/c813e6c245ee852b2468d49d7a1da2af/playlist.m3u8?wshc_tag=0&wsiphost=ipdbm&wsSession=32cdcf36b8e75f8b27947e96-161434558035955&wsIPSercert=486d2effd627abcb716ec5aae2331ab2&wsMonitor=0#https://4gwhnhct1grzdqqbqgcao.ourdvsss.com/pullhls3948069e.live.126.net/live/c813e6c245ee852b2468d49d7a1da2af/playlist.m3u8?wshc_tag=0&wsts_tag=6038f6a1&wsid_tag=753d19da&wsiphost=ipdbm#https://ws.matchupstream.tuboshu.com/live/d62145ebf314ffcb52e0cc65be8a6bbb.flv
TVB翡翠台,https://4gwhnhct1grzdqqbqgcay.ourdvsss.com/pullhls3948069e.live.126.net/live/f80dc8fe88b1eb5f7e214126638e3aa9/playlist.m3u8?wshc_tag=0&wsts_tag=603b8c97&wsid_tag=753d11a8&wsiphost=ipdbm#https://pullhls3948069e.live.126.net/live/f80dc8fe88b1eb5f7e214126638e3aa9/playlist.m3u8#https://ws.matchupstream.tuboshu.com/live/81d697e476bbc9af07f2f7073625afbd.flv
凤凰中文台,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fhwshd#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8#http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8#http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8#http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8#http://117.169.120.138:8080/live/fhchinese/.m3u8#https://itv.ahcme.edu.cn/hls/fhzw.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://223.110.245.136/PLTV/3/224/3221226923/index.m3u8#http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8#http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=fhws#rtmp://58.200.131.2:1935/livetv/fhzw#http://39.134.176.157/PLTV/88888888/224/3221226368/index.m3u8#http://125.89.166.215/live-hwcdn.utvlive.top/live/551a1a8c3aca46708fd285217be3c96e/4538203d786e4803bac20e36392cffd9-1.m3u8#http://220.201.218.82:65530/live/fhzw/index.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
